index,cols,vals,Metric,method
0.7,distance_pca,0.051431957385506155,distance_pca,scopen_cicero
0.7,distance_tsne,-0.04075456038117409,distance_tsne,scopen_cicero
0.7,distance_umap,0.022801421582698822,distance_umap,scopen_cicero
0.7,hc_ari,0.3545535299366722,hc_ari,scopen_cicero
0.7,hc_ami,0.5867667907542383,hc_ami,scopen_cicero
0.7,hc_homogeneity,0.6226694704463487,hc_homogeneity,scopen_cicero
0.7,kmeans_ari,0.3451823971644,kmeans_ari,scopen_cicero
0.7,kmeans_ami,0.5842844826869587,kmeans_ami,scopen_cicero
0.7,kmeans_homogeneity,0.625062369377059,kmeans_homogeneity,scopen_cicero
0.7,louvain_ari,0.30324385523871106,louvain_ari,scopen_cicero
0.7,louvain_ami,0.5945733351693594,louvain_ami,scopen_cicero
0.7,louvain_homogeneity,0.630704026003955,louvain_homogeneity,scopen_cicero
