index,cols,vals,Metric,method
90000,distance_pca,0.03698909775126113,distance_pca,scale_threshold
90000,distance_tsne,-0.03693642094731331,distance_tsne,scale_threshold
90000,distance_umap,0.05157067999243736,distance_umap,scale_threshold
90000,hc_ari,0.2736469846753208,hc_ari,scale_threshold
90000,hc_ami,0.47496815508711787,hc_ami,scale_threshold
90000,hc_homogeneity,0.4971224885802607,hc_homogeneity,scale_threshold
90000,kmeans_ari,0.2821314882373467,kmeans_ari,scale_threshold
90000,kmeans_ami,0.47102295807772987,kmeans_ami,scale_threshold
90000,kmeans_homogeneity,0.5002116891277417,kmeans_homogeneity,scale_threshold
90000,louvain_ari,0.37553749893007055,louvain_ari,scale_threshold
90000,louvain_ami,0.5427261880142396,louvain_ami,scale_threshold
90000,louvain_homogeneity,0.5675151800971862,louvain_homogeneity,scale_threshold
