index,cols,vals,Metric,method
boruta,distance_pca,-0.06428446264478431,distance_pca,boruta
boruta,distance_tsne,-0.1527937352657318,distance_tsne,boruta
boruta,distance_umap,-0.05945192277431488,distance_umap,boruta
boruta,hc_ari,0.17618796946798254,hc_ari,boruta
boruta,hc_ami,0.33931874050069716,hc_ami,boruta
boruta,hc_homogeneity,0.3535493081401613,hc_homogeneity,boruta
boruta,kmeans_ari,0.28737332745647276,kmeans_ari,boruta
boruta,kmeans_ami,0.44739974627834583,kmeans_ami,boruta
boruta,kmeans_homogeneity,0.4683997039429881,kmeans_homogeneity,boruta
boruta,louvain_ari,0.1541567392322729,louvain_ari,boruta
boruta,louvain_ami,0.30078532801452734,louvain_ami,boruta
boruta,louvain_homogeneity,0.3173994709883852,louvain_homogeneity,boruta
