index,cols,vals,Metric,method
threshold,distance_pca,0.043185651411160465,distance_pca,threshold
threshold,distance_tsne,0.2313697189092636,distance_tsne,threshold
threshold,distance_umap,0.31726768612861633,distance_umap,threshold
threshold,hc_ari,0.5438114761607851,hc_ari,threshold
threshold,hc_ami,0.6710151557447561,hc_ami,threshold
threshold,hc_homogeneity,0.6869926601131253,hc_homogeneity,threshold
threshold,kmeans_ari,0.5963222419973608,kmeans_ari,threshold
threshold,kmeans_ami,0.7102712975995897,kmeans_ami,threshold
threshold,kmeans_homogeneity,0.732041113552896,kmeans_homogeneity,threshold
threshold,louvain_ari,0.6145386634620015,louvain_ari,threshold
threshold,louvain_ami,0.7307168693155089,louvain_ami,threshold
threshold,louvain_homogeneity,0.7436645146209349,louvain_homogeneity,threshold
