index,cols,vals,Metric,method
0.5,distance_pca,0.13465485134740945,distance_pca,scopen_boruta
0.5,distance_tsne,0.16306638717651367,distance_tsne,scopen_boruta
0.5,distance_umap,0.1578001230955124,distance_umap,scopen_boruta
0.5,hc_ari,0.5285614862625575,hc_ari,scopen_boruta
0.5,hc_ami,0.679995787752447,hc_ami,scopen_boruta
0.5,hc_homogeneity,0.6901467618528755,hc_homogeneity,scopen_boruta
0.5,kmeans_ari,0.4742236923755029,kmeans_ari,scopen_boruta
0.5,kmeans_ami,0.6753620585678861,kmeans_ami,scopen_boruta
0.5,kmeans_homogeneity,0.7032784083131854,kmeans_homogeneity,scopen_boruta
0.5,louvain_ari,0.49055785375869154,louvain_ari,scopen_boruta
0.5,louvain_ami,0.6728329956432693,louvain_ami,scopen_boruta
0.5,louvain_homogeneity,0.6983327293021833,louvain_homogeneity,scopen_boruta
